Id,Model,Age_08_04,Mfg_Month,KM,HP,cc,Quarterly_Tax,Weight,Price (Y),,,,
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,62377,110,1600,85,1075,9450,,,,
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,62316,110,1600,69,1050,10295,,,,
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,1,62292,110,1600,85,1065,9750,,,,
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,65,4,62225,110,1600,69,1050,8950,,,,
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,62222,110,1600,85,1075,9900,,,,
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,3,62135,86,1300,69,1035,8750,,,,
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,62024,110,1600,85,1075,9950,,,,
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,9,61977,86,1300,69,1015,8500,,,,
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,62,7,61930,110,1600,69,1035,9950,,,,
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,61682,110,1600,69,1050,10950,,,,
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,61568,110,1600,69,1035,9795,,,,
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,68,1,61504,110,1600,69,1035,8750,,,,
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,65,4,61384,110,1600,69,1050,8250,,,,
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,61343,110,1600,85,1075,9950,,,,
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,61254,110,1600,85,1075,9950,,,,
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,61166,110,1600,69,1050,10500,,,,
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,62,7,61149,86,1300,69,1040,9750,,,,
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,61,8,61144,110,1600,85,1090,11250,,,,
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,61127,110,1600,69,1050,8900,,,,
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,9,61100,86,1300,69,1015,7950,,,,
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,61100,110,1600,85,1075,11500,,,,
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,61000,110,1600,69,1050,9450,,,,
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,60724,86,1300,69,1015,7995,,,,
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,59,10,60708,86,1300,69,1045,10995,,,,
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,60532,110,1600,69,1050,8950,,,,
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,67,2,60000,86,1300,69,1030,8250,,,,
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,3,60000,86,1300,69,1015,8950,,,,
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,60000,86,1300,69,1015,8950,,,,
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,62,7,59295,86,1300,69,1035,9500,,,,
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,59264,86,1300,69,1015,7500,,,,
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,6,59000,110,1600,69,1050,8950,,,,
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,63,6,59000,86,1300,19,1035,9950,,,,
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,65,4,59000,110,1600,19,1075,9750,,,,
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,59000,110,1600,85,1070,9450,,,,
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,59000,110,1600,69,1050,9950,,,,
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,58860,110,1600,85,1055,9750,,,,
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,58829,110,1600,69,1050,8950,,,,
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,3,58654,110,1600,85,1070,8250,,,,
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,58300,86,1300,69,1015,7750,,,,
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,58269,110,1600,69,1050,8950,,,,
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,64,5,58136,110,1600,85,1075,9950,,,,
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,3,58113,107,1600,85,1085,9450,,,,
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,58058,110,1600,85,1065,12950,,,,
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,11,58000,110,1600,69,1050,9950,,,,
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,62,7,58000,110,1600,85,1065,10495,,,,
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,1,57565,86,1300,69,1035,7950,,,,
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,63,6,57413,107,1600,85,1115,10500,,,,
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,57374,110,1600,85,1075,8950,,,,
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,57179,110,1600,85,1075,9900,,,,
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,57169,110,1600,85,1065,9995,,,,
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,63,6,57124,110,1600,85,1065,9950,,,,
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,6,57000,110,1600,69,1050,9950,,,,
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,57000,110,1600,69,1050,8250,,,,
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,57000,86,1300,69,1035,9950,,,,
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,59,10,56259,86,1300,69,1015,8950,,,,
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,62,7,56209,107,1600,85,1080,10950,,,,
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,67,2,56074,86,1300,69,1000,9250,,,,
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,55942,110,1600,85,1070,9950,,,,
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,57,12,55844,86,1300,69,1045,9995,,,,
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,61,8,55747,86,1300,69,1020,8750,,,,
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,58,11,55478,86,1300,69,1045,10950,,,,
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,60,9,55085,107,1600,85,1105,10350,,,,
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,4,55061,110,1600,85,1070,9950,,,,
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,65,4,55000,86,1300,69,1015,8950,,,,
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,57,12,55000,110,1600,85,1075,10950,,,,
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,54936,110,1600,85,1075,10950,,,,
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,54875,110,1600,85,1070,8950,,,,
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,54847,110,1600,69,1050,8900,,,,
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,60,9,54554,110,1600,85,1065,10250,,,,
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,61,8,54125,110,1600,69,1035,9450,,,,
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,61,8,54000,110,1600,85,1055,9250,,,,
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,57,12,54000,110,1600,85,1075,10500,,,,
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,11,54000,86,1300,69,1035,7350,,,,
948,TOYOTA Corolla 2/3-Doors,57,12,54000,110,1600,19,1135,10250,,,,
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,53285,110,1600,85,1075,10250,,,,
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,53053,110,1600,85,1075,11500,,,,
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,68,1,53000,110,1587,19,1075,8950,,,,
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,53000,86,1300,69,1015,7750,,,,
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,52968,110,1600,69,1050,9500,,,,
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,67,2,52800,86,1300,69,1015,8450,,,,
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,52548,110,1600,69,1050,8950,,,,
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,9,52487,110,1600,69,1035,8400,,,,
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,3,52383,86,1300,69,1015,9250,,,,
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,61,8,52112,110,1600,69,1035,8900,,,,
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,58,11,51712,110,1600,69,1050,8750,,,,
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,58,11,51421,110,1600,85,1105,10950,,,,
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,61,8,51235,86,1300,69,1000,8950,,,,
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,65,4,51000,86,1300,69,1015,8950,,,,
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,50925,110,1600,85,1070,8895,,,,
964,TOYOTA Corolla ,66,3,50806,86,1300,19,1480,9390,,,,
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,50469,110,1600,85,1070,8750,,,,
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,61,8,50173,110,1600,85,1075,9750,,,,
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,50000,110,1600,85,1075,9950,,,,
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,4,49942,110,1600,85,1065,10950,,,,
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,49585,110,1600,85,1085,9900,,,,
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,62,7,49258,110,1600,69,1035,9500,,,,
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,49000,110,1600,69,1050,9950,,,,
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,63,6,48738,110,1600,85,1055,9950,,,,
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,62,7,47750,86,1300,69,1040,10500,,,,
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,63,6,47612,86,1300,69,1015,9950,,,,
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,1,47500,86,1300,69,1035,10495,,,,
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,66,3,47237,110,1600,69,1050,9500,,,,
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,58,11,47171,86,1300,69,1015,8500,,,,
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,9,47060,110,1600,69,1035,10450,,,,
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,47014,86,1300,69,1015,8950,,,,
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,59,10,46929,86,1300,69,1025,9900,,,,
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,46000,86,1300,69,1035,8900,,,,
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,45681,110,1600,69,1050,8745,,,,
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,65,4,45549,86,1300,69,1015,8750,,,,
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,57,12,45000,110,1600,69,1050,10750,,,,
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,57,12,45000,110,1600,69,1050,9750,,,,
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,45000,110,1600,85,1075,8850,,,,
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,3,45000,86,1300,69,1035,7950,,,,
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,63,6,45000,110,1600,69,1035,9450,,,,
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,61,8,45000,107,1600,85,1085,9950,,,,
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,63,6,44944,110,1600,69,1035,8250,,,,
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,61,8,44597,86,1300,19,1015,9950,,,,
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,44458,86,1300,69,1015,9995,,,,
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,43818,110,1600,85,1070,9950,,,,
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,43426,110,1600,85,1070,10495,,,,
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,58,11,43000,110,1600,72,1114,7950,,,,
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,68,1,43000,110,1600,69,1035,8950,,,,
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,57,12,43000,110,1600,85,1075,9695,,,,
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,43000,86,1300,69,1015,7750,,,,
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,42750,110,1600,69,1050,9950,,,,
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,42102,110,1600,85,1075,9950,,,,
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,63,6,41586,110,1600,19,1114,9950,,,,
1003,TOYOTA Corolla 1.6 4/5-Doors,64,5,41200,110,1600,85,1070,9900,,,,
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,57,12,40214,86,1300,69,1025,10950,,,,
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,60,9,40000,86,1300,69,1000,8950,,,,
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,66,3,39222,86,1300,69,1045,8950,,,,
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,3,39144,110,1600,69,1050,8250,,,,
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,39000,110,1600,85,1075,10250,,,,
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,38019,110,1600,85,1070,8750,,,,
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,37759,110,1600,85,1070,9750,,,,
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,61,8,37500,110,1600,85,1085,10950,,,,
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,37111,110,1600,69,1050,10950,,,,
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,7,37000,86,1300,69,1015,9750,,,,
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,36954,110,1600,69,1050,8900,,,,
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,36943,110,1600,85,1070,9500,,,,
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,63,6,36923,86,1300,69,1050,9950,,,,
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,3,36658,110,1600,69,1050,9950,,,,
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,36000,86,1300,69,1015,8250,,,,
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,4,36000,110,1600,85,1065,10450,,,,
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,62,7,35512,110,1600,85,1065,10950,,,,
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,4,35283,86,1300,69,1015,9250,,,,
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,35000,110,1600,69,1050,8900,,,,
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,12,35000,86,1300,69,1045,10900,,,,
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,34114,110,1600,69,1050,9750,,,,
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,34000,110,1600,85,1075,11950,,,,
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,1,33847,86,1300,69,1000,7900,,,,
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,57,12,33535,110,1600,69,1035,10900,,,,
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,33000,110,1600,69,1050,10450,,,,
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,59,10,32150,110,1600,85,1085,10950,,,,
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,31588,86,1300,69,1015,9950,,,,
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,60,9,31480,110,1600,85,1065,10750,,,,
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,57,12,31307,110,1600,85,1070,9900,,,,
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,31000,110,1600,69,1035,10750,,,,
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,30634,110,1600,85,1075,10450,,,,
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,68,1,30300,86,1300,69,1000,9450,,,,
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,60,9,28500,86,1300,69,1045,10750,,,,
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,9,28500,110,1600,85,1075,10950,,,,
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,57,12,28000,86,1300,69,1015,10000,,,,
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,26698,110,1600,85,1055,10500,,,,
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,62,7,26000,107,1600,85,1085,12500,,,,
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,62,7,25505,86,1300,69,1035,8950,,,,
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,58,11,25000,110,1600,85,1075,10500,,,,
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,3,22835,110,1600,69,1050,9245,,,,
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,10,22705,110,1600,85,1075,10950,,,,
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,63,6,22178,86,1300,69,1015,9500,,,,
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,62,7,17345,110,1600,69,1050,10900,,,,
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,67,2,15535,86,1300,69,1030,10950,,,,
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,3,15110,86,1300,69,1035,9450,,,,
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,73,8,232940,72,2000,40,1172,5900,,,,
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,79,2,218118,72,2000,185,1150,6950,,,,
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,78,3,217764,72,2000,185,1135,6000,,,,
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,79,2,207114,110,1600,197,1114,5250,,,,
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,74,7,203254,72,2000,64,1135,4400,,,,
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,77,4,200732,72,2000,185,1100,6750,,,,
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,69,12,197501,72,2000,185,1135,8500,,,,
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,80,1,194765,72,2000,185,1120,6150,,,,
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,76,5,191620,72,2000,185,1150,6950,,,,
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,76,5,183277,72,2000,185,1115,5750,,,,
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,78,3,180378,72,2000,185,1100,8750,,,,
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,70,11,178800,72,2000,185,1115,6500,,,,
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,73,8,176177,110,1600,85,1075,5950,,,,
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,78,3,176000,86,1300,69,1035,6500,,,,
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,77,4,172980,72,2000,64,1135,10500,,,,
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,77,4,170000,72,2000,185,1100,8500,,,,
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,71,10,164000,110,1600,19,1050,7950,,,,
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,3,161775,86,1300,69,1015,5800,,,,
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,160000,86,1300,69,1015,6750,,,,
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,78,3,159968,72,2000,185,1115,6950,,,,
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,159908,110,1600,69,1050,5740,,,,
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,8,158492,86,1300,69,1015,6550,,,,
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,12,156204,72,2000,185,1115,8950,,,,
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,8,156169,86,1300,69,1035,6750,,,,
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,78,3,155210,110,1600,69,1050,7950,,,,
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,12,155000,72,2000,185,1115,7950,,,,
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,76,5,154900,72,2000,185,1140,7450,,,,
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,70,11,151300,72,2000,185,1150,7750,,,,
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,71,10,151000,110,1600,197,1094,6450,,,,
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,75,6,150000,72,2000,64,1135,7900,,,,
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,12,146304,72,2000,185,1115,6900,,,,
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,146197,86,1300,69,1015,5600,,,,
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,77,4,145996,110,1600,69,1035,5950,,,,
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,80,1,143560,86,1300,69,1045,6950,,,,
1083,TOYOTA Corolla 2.0 DSL ,71,10,139145,73,2000,185,1115,7950,,,,
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,79,2,138500,86,1300,69,1050,8950,,,,
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,74,7,137741,90,2000,185,1135,7950,,,,
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,80,1,137178,90,2000,185,1135,9500,,,,
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,76,5,134889,72,2000,185,1115,8600,,,,
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,71,10,134660,72,2000,64,1135,5950,,,,
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,73,8,134539,110,1600,85,1070,7750,,,,
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,79,2,131500,72,2000,185,1140,7950,,,,
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,131307,110,1600,69,1050,6950,,,,
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,130025,110,1600,69,1050,7250,,,,
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,78,3,130000,86,1300,19,1015,6500,,,,
